Name,Genre,Platform,Release_Season,NA_Sales_Millions,EU_Sales_Millions,Global_Sales_Millions,Developer,Original_Index,User_Score,Rating,Publisher,Steam_App_ID,Price,Year_of_Release
Madden NFL 2004,Sports,PS2,Summer,4.26,0.26,5.23,EA Tiburon,183,8.5,E,Electronic Arts,-1.0,,
Dragon Quest VIII: Journey of the Cursed King,Role-Playing,PS2,Fall,0.65,0.75,5.21,Level 5,186,8.8,T,Square Enix,-1.0,,2004.0
Donkey Kong Country 2: Diddy's Kong Quest,Platform,SNES,Fall,2.1,0.74,5.15,Playtonic Games,191,,,Nintendo,-1.0,,1995.0
Resident Evil 5,Action,PS3,Spring,1.96,1.41,5.09,Capcom,199,7.5,M,Capcom,-1.0,$4.99,2009.0
Mario & Sonic at the Olympic Games,Sports,DS,Fall,1.63,2.45,5.09,"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",198,,,Sega,-1.0,$29.99,2008.0
Resident Evil 5,Action,DS,Fall,1.85,1.8,5.08,Nintendo,200,8,E,Nintendo,21690.0,$4.99,2007.0
Resident Evil,Action,PSP,Winter,1.7,1.99,5.03,Rockstar Leeds,204,8,M,Take-Two Interactive,304240.0,$4.99,2006.0
Tony Hawk's Pro Skater,Sports,PS,Fall,3.42,1.38,5.02,Neversoft Entertainment,205,9.2,T,Activision,-1.0,$49.99,1999.0
Madden NFL 06,Sports,PS2,Summer,3.98,0.26,4.91,EA Sports,213,8,E,Electronic Arts,-1.0,,2005.0
Dr. Mario,Puzzle,NES,Summer,2.62,0.6,4.85,Frogdice,217,,,Nintendo,-1.0,,1990.0
LEGO Star Wars: The Complete Saga,Action,DS,Fall,2.83,1.48,4.76,TT Fusion,222,5.4,E,LucasArts,-1.0,$4.99,2007.0
Batman: Arkham City,Action,X360,Fall,2.99,1.27,4.73,Rocksteady Studios,224,8.7,T,Warner Bros. Interactive Entertainment,-1.0,$15.99,2011.0
Tony Hawk's Pro Skater 2,Sports,PS,Fall,3.05,1.41,4.68,Neversoft Entertainment,227,7.7,T,Activision,-1.0,$39.99,2000.0
Tomb Raider,Simulation,Wii,Spring,1.82,1.12,4.62,Nintendo,230,7.6,E,Nintendo,203160.0,$2.25,2008.0
Madden NFL 2005,Sports,PS2,Summer,4.18,0.26,4.53,EA Tiburon,238,7.9,E,Electronic Arts,-1.0,,2004.0
Pitfall!,Platform,2600,Fall,4.21,0.24,4.5,Bonfire Games,240,,,Activision,-1.0,$9.99,1981.0
Madden NFL 07,Sports,PS2,Summer,3.63,0.24,4.49,EA Sports,241,8.2,E,Electronic Arts,-1.0,,2006.0
Halo 5: Guardians,Shooter,XOne,Fall,2.78,1.27,4.48,343 Industries,242,6.4,T,Microsoft Game Studios,-1.0,,2015.0
Call of Duty: Infinite Warfare,Shooter,PS4,Fall,1.61,2.0,4.46,Infinity Ward,245,3.4,M,Activision,-1.0,$59.99,2016.0
Call of Duty: Infinite Warfare,Action,PS2,Fall,2.71,1.29,4.45,SCE Santa Monica,246,8.9,M,Sony Computer Entertainment,292730.0,$59.99,2005.0
God of War,Shooter,WiiU,Winter,1.54,1.18,4.43,Nintendo,247,8.5,E10+,Nintendo,1593500.0,$19.99,2015.0
Tony Hawk's Pro Skater 3,Sports,PS2,Fall,2.66,1.29,4.41,Neversoft Entertainment,249,7.5,T,Activision,-1.0,$49.99,2001.0
The Elder Scrolls IV: Oblivion,Role-Playing,X360,Spring,2.82,1.03,4.38,Bethesda Softworks,251,8.7,M,Take-Two Interactive,-1.0,$12.59,2006.0
Michael Jackson: The Experience,Misc,Wii,Fall,2.64,1.33,4.36,"Ubisoft Paris, Ubisoft Montpellier",254,8.3,E10+,Ubisoft,-1.0,,2010.0
The Legend of Zelda: Ocarina of Time,Action,3DS,Fall,2.09,1.31,4.33,Geod Studio,259,,,Nintendo,-1.0,,2011.0
Metal Gear Solid 3: Snake Eater,Action,PS2,Fall,1.46,0.0,4.23,KCEJ,268,9.3,M,Konami Digital Entertainment,-1.0,$16.99,2004.0
Batman: Arkham Asylum,Action,PS3,Summer,2.24,1.31,4.23,Rocksteady Studios,267,8.9,T,Eidos Interactive,-1.0,$19.99,2009.0
Assassin's Creed: Revelations,Action,PS3,Fall,1.41,2.01,4.22,Ubisoft Montreal,269,7.5,M,Ubisoft,-1.0,$5.28,2011.0
Fallout 4,Role-Playing,XOne,Fall,2.51,1.32,4.22,Bethesda Game Studios,270,6.2,M,Bethesda Softworks,-1.0,$16.95,2015.0
Assassin's Creed: Revelations,Action,X360,Fall,2.25,1.47,4.19,Ubisoft Montreal,277,7.2,M,Ubisoft,-1.0,$5.28,2011.0
Half-Life,Platform,SNES,Fall,1.65,0.61,4.12,Valve,285,,,Nintendo,70.0,$9.99,1995.0
FIFA Soccer 07,Sports,PS2,Fall,0.71,2.48,4.11,,286,,,Electronic Arts,-1.0,,2006.0
Street Fighter II Turbo,Fighting,SNES,Winter,1.42,0.51,4.1,"CAPCOM Co., Ltd.",287,,,Capcom,-1.0,,1992.0
Battlefield 1,Shooter,PS4,Fall,1.1,2.15,4.08,EA DICE,289,8.4,M,Electronic Arts,-1.0,$0.99,2016.0
Battlefield 1,Action,PS2,Fall,2.32,0.04,4.07,SCE Santa Monica,290,8.9,M,Sony Computer Entertainment,1238840.0,$0.99,2007.0
World Soccer Winning Eleven 9,Sports,PS2,Summer,0.12,2.26,4.06,Konami,291,8.2,E,Konami Digital Entertainment,-1.0,,2005.0
Fallout: New Vegas,Racing,X360,Fall,2.35,1.27,4.05,Turn 10,293,8.3,E,Microsoft Game Studios,22380.0,$8.99,2007.0
Far Cry 4,Shooter,PS4,Fall,1.13,2.18,4.04,Ubisoft Montreal,298,7.7,M,Ubisoft,-1.0,$5.28,2014.0
Far Cry 4,Shooter,N64,Fall,2.78,0.58,4.03,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",299,,,Nintendo,298110.0,$5.28,1997.0
Left 4 Dead 2,Role-Playing,PS4,Fall,1.02,2.13,3.97,CD Projekt Red Studio,303,9.2,M,Namco Bandai Games,550.0,$9.99,2015.0
Left 4 Dead 2,Shooter,X360,Fall,2.67,0.87,3.97,Valve Software,302,8.6,M,Electronic Arts,-1.0,$9.99,2009.0
The Witcher 3: Wild Hunt,Action,PS4,Spring,1.19,2.07,3.96,"Ubisoft, Ubisoft Montreal",304,4.9,M,Ubisoft,292030.0,$7.99,2014.0
Batman: Arkham Knight,Action,Wii,Summer,2.03,1.16,3.95,Nintendo,306,8,E10+,Nintendo,208650.0,$3.12,2011.0
The Elder Scrolls V: Skyrim,Role-Playing,PC,Fall,1.16,2.12,3.88,Bethesda Game Studios,313,8.1,M,Bethesda Softworks,-1.0,$49.95,2011.0
Dragon Warrior III,Role-Playing,NES,Winter,0.1,0.0,3.87,"Spike Chunsoft Co., Ltd.",316,,,Enix Corporation,-1.0,,1988.0
World Soccer Winning Eleven 8 International,Sports,PS2,Summer,0.16,1.89,3.85,KCET,319,9.1,E,Konami Digital Entertainment,-1.0,,2004.0
Resident Evil 3: Nemesis,Action,PS,Fall,1.3,0.77,3.72,"CAPCOM Co., Ltd.",334,,,Eidos Interactive,-1.0,,1999.0
Assassin's Creed IV: Black Flag,Action,PS3,Fall,1.33,1.68,3.71,Ubisoft,337,8.1,M,Ubisoft,-1.0,$39.99,2013.0
FIFA Soccer 2005,Sports,PS2,Fall,0.58,2.48,3.7,EA Canada,338,7.6,E,Electronic Arts,-1.0,,2004.0
Tony Hawk's Pro Skater 4,Sports,PS2,Fall,2.13,1.18,3.67,Neversoft Entertainment,341,8.5,T,Activision,-1.0,$49.99,2002.0
Resident Evil 4,Misc,Wii,Spring,2.32,0.96,3.62,Vicarious Visions,351,7.6,T,Activision,2050650.0,$18.99,2008.0
Resident Evil 4,Action,PS2,Winter,2.08,0.83,3.62,Capcom,350,8.9,M,Capcom,-1.0,$18.99,2005.0
Doom II: Hell on Earth,Shooter,PC,Fall,2.05,1.4,3.61,"Arsi ""Hakita"" Patala",354,,,Virgin Interactive,-1.0,,1994.0
Battlefield 4,Shooter,PS4,Fall,1.35,1.55,3.59,EA DICE,357,6.9,M,Electronic Arts,-1.0,$0.99,2013.0
Battlefield 4,Shooter,PS2,Fall,2.18,1.02,3.59,Pandemic Studios,358,9,T,LucasArts,1238860.0,$0.99,2005.0
Grand Theft Auto: Liberty City Stories,Action,PS2,Fall,1.56,1.4,3.54,Rockstar Leeds,363,7.8,M,Take-Two Interactive,-1.0,,2006.0
LEGO Star Wars: The Video Game,Action,PS2,Spring,1.98,1.14,3.53,,367,,,Eidos Interactive,-1.0,,2005.0
Left 4 Dead,Shooter,X360,Fall,2.66,0.49,3.51,Certain Affinity,371,7.9,M,Electronic Arts,-1.0,$9.99,2008.0
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,SNES,Fall,1.17,0.5,3.51,,372,,,Nintendo,500.0,,1996.0
Resident Evil 5,Action,X360,Spring,2.11,0.93,3.5,Capcom,375,7.5,M,Capcom,-1.0,$4.99,2009.0
Battlefield 4,Shooter,PS3,Fall,1.3,1.42,3.49,EA DICE,378,5.8,M,Electronic Arts,-1.0,$0.99,2013.0
Battlefield 4,Shooter,X360,Fall,2.15,1.01,3.48,EA DICE,380,5.6,M,Electronic Arts,-1.0,$0.99,2013.0
Battlefield: Bad Company 2,Sports,DS,Spring,1.21,1.62,3.46,,382,,,Sega,24960.0,,2009.0
Grand Theft Auto 2,Action,PS,Fall,1.13,2.07,3.42,DMA Design,389,8,T,Take-Two Interactive,-1.0,$23.99,1998.0
Final Fantasy III,Role-Playing,SNES,Spring,0.86,0.0,3.42,Square Enix,388,,,SquareSoft,-1.0,$6.39,1994.0
Metal Gear Solid V: The Phantom Pain,Action,PS2,Fall,1.75,1.2,3.41,Treyarch,391,8.9,T,Activision,287700.0,$15.32,2004.0
Metal Gear Solid V: The Phantom Pain,Action,PS4,Fall,1.09,1.36,3.41,"Kojima Productions, Moby Dick Studio",390,8.2,M,Konami Digital Entertainment,-1.0,$15.32,2015.0
FIFA Soccer 2003,Sports,PS2,Fall,0.46,2.28,3.4,EA Canada,393,6.7,E,Electronic Arts,-1.0,,2002.0
Assassin's Creed Syndicate,Action,PS4,Fall,0.81,1.99,3.39,Ubisoft Quebec,396,6.8,M,Ubisoft,-1.0,$6.60,2015.0
Assassin's Creed Syndicate,Action,X360,Fall,2.04,1.02,3.38,Traveller's Tales,397,7.9,E10+,Warner Bros. Interactive Entertainment,368500.0,$6.60,2008.0
Far Cry 3,Shooter,PS3,Fall,0.88,1.7,3.35,Ubisoft Montreal,401,8.5,M,Ubisoft,-1.0,$4.40,2012.0
Far Cry 3,Adventure,PS,Fall,1.63,1.53,3.34,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",402,,,THQ,220240.0,$4.40,1998.0
Assassin's Creed IV: Black Flag,Action,X360,Fall,1.9,1.11,3.3,Ubisoft,410,7.9,M,Ubisoft,-1.0,$39.99,2013.0
True Crime: Streets of LA,Action,PS2,Fall,1.89,1.05,3.27,"Luxoflux, Inc.",414,8,M,Activision,-1.0,,2003.0
Madden NFL 16,Sports,PS4,Summer,2.34,0.3,3.24,EA Sports,420,5.9,E,Electronic Arts,-1.0,,2015.0
Halo: The Master Chief Collection,Shooter,PS,Winter,1.72,1.33,3.21,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",423,,,Electronic Arts,976730.0,$29.99,1999.0
L.A. Noire,Simulation,PS2,,2.06,0.56,3.17,Namco,434,9.1,E,Sony Computer Entertainment Europe,110800.0,$9.99,2001.0
L.A. Noire,Adventure,PS3,Spring,1.27,1.29,3.17,Team Bondi,433,7.7,M,Take-Two Interactive,-1.0,$9.99,2011.0
Dragon Warrior IV,Role-Playing,NES,Winter,0.08,0.0,3.12,"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)",443,,,Enix Corporation,-1.0,,1990.0
Resident Evil 6,Shooter,PS3,Fall,0.88,0.94,3.1,Capcom,449,5.4,M,Capcom,-1.0,$4.99,2012.0
The Elder Scrolls IV: Oblivion,Role-Playing,PS3,Spring,1.69,0.85,3.1,4J Studios,447,8,M,Ubisoft,-1.0,$12.59,2007.0
Mass Effect 2,Role-Playing,X360,Winter,1.99,0.81,3.1,BioWare,450,8.9,M,Electronic Arts,221040.0,$7.49,2010.0
Madden NFL 2002,Sports,PS2,Summer,2.5,0.16,3.08,EA Sports,452,7.9,E,Electronic Arts,-1.0,,2001.0
Borderlands 2,Shooter,X360,Fall,1.89,0.88,3.05,Gearbox Software,459,8.2,M,Take-Two Interactive,1222670.0,$2.98,2012.0
Borderlands 2,Action,DS,Fall,1.75,1.01,3.05,TT Fusion,460,8,E10+,Warner Bros. Interactive Entertainment,49520.0,$2.98,2008.0
Mass Effect 3,Role-Playing,X360,Spring,1.94,0.84,3.04,BioWare,462,5.8,M,Electronic Arts,-1.0,$7.49,2012.0
Heavy Rain,Adventure,PS3,Winter,1.29,1.21,3.03,Quantic Dream,463,7.7,M,Sony Computer Entertainment,-1.0,$4.17,2010.0
Saints Row 2,Action,XB,Winter,1.85,1.04,3.02,Ubisoft Montreal,466,8.5,T,Ubisoft,9480.0,$2.10,2002.0
FIFA 14,Sports,PS4,Fall,0.61,1.85,3.01,EA Canada,469,6.3,E,Electronic Arts,-1.0,,2013.0
Far Cry 3,Shooter,X360,Fall,1.38,1.32,3.0,Ubisoft Montreal,471,8.6,M,Ubisoft,-1.0,$4.40,2012.0
Sonic Heroes,Platform,PS2,Winter,1.04,1.37,2.96,Sonic Team,482,7.8,E,Sega,241930.0,,2003.0
Middle-Earth: Shadow of Mordor,Action,PS4,Fall,1.01,1.43,2.96,Monolith Productions,481,8.1,M,Warner Bros. Interactive Entertainment,1286830.0,$19.99,2014.0
Assassin's Creed IV: Black Flag,Action,PS4,Fall,1.07,1.31,2.85,Ubisoft,509,7.8,M,Ubisoft,-1.0,$39.99,2013.0
BioShock,Shooter,X360,Summer,1.65,0.85,2.83,"Irrational Games, 2K Marin",516,8.9,M,Take-Two Interactive,-1.0,$16.79,2007.0
Metroid Prime,Shooter,GC,Fall,1.96,0.67,2.82,Retro Studios,517,9.3,T,Nintendo,7670.0,,2002.0
Assassin's Creed: Brotherhood,Action,PS3,Fall,1.87,0.55,2.82,Ubisoft Montreal,518,8.2,M,Ubisoft,-1.0,$4.40,2010.0
Myst,Adventure,PC,Fall,0.02,2.79,2.81,Cyan Worlds Inc,521,,,Red Orb,-1.0,$29.99,1994.0
Medal of Honor,Racing,PS3,Fall,0.71,1.46,2.81,Electronic Arts,523,,,Electronic Arts,47830.0,$4.99,2012.0
Need for Speed: Hot Pursuit,Action,Wii,Fall,1.35,1.13,2.78,Toys for Bob,537,5.6,E10+,Activision,47870.0,$4.79,2011.0
Star Wars: The Force Unleashed,Action,X360,Fall,1.74,0.77,2.77,LucasArts,542,6.7,T,LucasArts,-1.0,$16.57,2008.0
Mortal Kombat X,Simulation,PS2,Spring,1.41,1.12,2.77,Edge of Reality,540,7.7,T,Electronic Arts,307780.0,$3.12,2003.0
Saints Row: The Third,Shooter,2600,Fall,2.56,0.17,2.76,,546,,,Atari,55230.0,$9.99,1980.0
L.A. Noire,Adventure,X360,Spring,1.52,0.92,2.7,Team Bondi,556,7.8,M,Take-Two Interactive,-1.0,$9.99,2011.0
Onimusha: Warlords,Action,PS2,Winter,0.99,0.48,2.7,Capcom,554,8.2,M,Virgin Interactive,-1.0,$8.49,2001.0
Need for Speed: Shift,Racing,PS3,Fall,0.69,1.4,2.65,Slightly Mad Studios,575,6.9,E,Electronic Arts,-1.0,,2009.0
Final Fantasy XIII-2,Role-Playing,PS3,Winter,0.78,0.73,2.63,Square Enix,578,6.6,T,Square Enix,-1.0,$7.99,2011.0
Halo Wars,Strategy,X360,Winter,1.54,0.8,2.62,Ensemble Studios,582,7.2,T,Microsoft Game Studios,-1.0,$19.99,2009.0
LEGO Star Wars: The Complete Saga,Action,X360,Fall,1.53,0.81,2.57,Traveller's Tales,595,7.4,E10+,LucasArts,-1.0,$4.99,2007.0
Madden NFL 08,Sports,PS2,Summer,2.14,0.08,2.57,EA Tiburon,597,7.8,E,Electronic Arts,-1.0,,2007.0
Dragon Warrior II,Role-Playing,NES,Winter,0.15,0.0,2.56,"CREATIVE ASSEMBLY, Feral Interactive",602,,,Enix Corporation,-1.0,,1987.0
Sonic Adventure 2 Battle,Platform,GC,Summer,1.7,0.59,2.56,Sonic Team,601,8.3,E,Sega,-1.0,$1.35,2001.0
Dragon Age: Origins,Role-Playing,X360,Fall,1.76,0.55,2.56,BioWare,605,7.9,M,Electronic Arts,-1.0,$5.99,2009.0
Marvel: Ultimate Alliance,Role-Playing,X360,Fall,2.29,0.02,2.5,Raven Software,619,7.5,T,Activision,-1.0,,2006.0
Final Fantasy V,Role-Playing,SNES,Winter,0.0,0.0,2.45,Square Enix,632,,,SquareSoft,-1.0,$12.59,1992.0
LEGO Harry Potter: Years 1-4,Action,Wii,Summer,1.28,0.93,2.43,Traveller's Tales,638,8,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.12,2010.0
Riven: The Sequel to Myst,Adventure,PC,Fall,1.52,0.82,2.43,Cyan Worlds,637,,E,Red Orb,-1.0,,1997.0
Call of Duty: Infinite Warfare,Shooter,XOne,Fall,1.46,0.74,2.42,Infinity Ward,640,3.1,M,Activision,-1.0,$59.99,2016.0
Tomb Raider (2013),Action,PS3,Spring,0.6,1.26,2.42,Ezzat Studios,646,,,Square Enix,-1.0,,2013.0
Need for Speed Carbon: Own the City,Racing,PSP,Fall,0.87,0.97,2.42,EA Canada,647,7.9,E10+,Electronic Arts,-1.0,,2006.0
Sonic Adventure,Platform,DC,Winter,1.26,0.61,2.42,SEGA,643,,,Sega,-1.0,$4.47,1998.0
Need for Speed: ProStreet,Racing,PS2,Fall,0.69,0.0,2.41,Black Box,652,6.2,E10+,Electronic Arts,-1.0,,2007.0
Halo: Combat Evolved Anniversary,Shooter,X360,Fall,1.44,0.7,2.4,343 Industries,653,8.1,M,Microsoft Game Studios,-1.0,,2011.0
Half-Life 2,Action,PS2,Fall,0.96,1.08,2.37,Heavy Iron Studios,666,7.6,T,THQ,220.0,$9.99,2004.0
Madden NFL 08,Sports,X360,Summer,2.18,0.01,2.37,EA Tiburon,667,6.4,E,Electronic Arts,-1.0,,2007.0
Half-Life 2,Shooter,PC,Fall,2.28,0.02,2.37,Valve Software,665,9.1,M,Vivendi Games,-1.0,$9.99,2004.0
Kinect: Disneyland Adventures,Misc,X360,Fall,1.73,0.43,2.35,Frontier Developments,675,2.9,E10+,Microsoft Game Studios,-1.0,,2011.0
Resident Evil - Code: Veronica X,Action,PS2,Winter,1.08,0.7,2.34,Capcom,679,8.4,M,Capcom,-1.0,,2001.0
Guild Wars 2,Sports,PS,Summer,1.65,0.46,2.31,ArenaNet®,689,,,989 Studios,1284210.0,$24.99,1998.0
Chrono Trigger,Role-Playing,SNES,Spring,0.28,0.0,2.31,Square Enix,687,,,SquareSoft,-1.0,$3.74,1995.0
Batman: Arkham Origins,Action,PC,Fall,0.91,1.25,2.29,Core Design Ltd.,693,8.3,,Eidos Interactive,209000.0,$1.99,1997.0
LEGO Star Wars: The Complete Saga,Action,PS3,Fall,1.02,0.9,2.29,Traveller's Tales,695,6.7,E10+,LucasArts,-1.0,$4.99,2007.0
Pro Evolution Soccer 2010,Sports,PS3,Fall,0.3,1.27,2.28,Konami,697,6.7,E,Konami Digital Entertainment,-1.0,,2009.0
Mario Bros.,Platform,NES,Winter,0.51,0.12,2.28,Team Meat,698,,,Nintendo,-1.0,,1983.0
LEGO Harry Potter: Years 1-4,Action,DS,Summer,1.07,0.99,2.28,TT Fusion,700,7.2,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.12,2010.0
The Sims 3,Simulation,X360,Summer,1.27,0.81,2.28,The Sims Studio,701,7.1,T,Electronic Arts,-1.0,$19.99,2010.0
Battlefield 1,Shooter,XOne,Fall,1.28,0.77,2.25,EA DICE,709,8.2,M,Electronic Arts,-1.0,$0.99,2016.0
New Super Luigi U,Platform,WiiU,Summer,1.25,0.62,2.24,Nintendo,720,7.9,E,Nintendo,-1.0,,2013.0
Borderlands 2,Shooter,PS3,Fall,1.05,0.72,2.23,Gearbox Software,727,8.2,M,Take-Two Interactive,-1.0,$2.98,2012.0
Assassin's Creed IV: Black Flag,Action,XOne,Fall,1.48,0.55,2.23,Ubisoft,721,7.4,M,Ubisoft,-1.0,$39.99,2013.0
Teenage Mutant Ninja Turtles II: The Arcade Game,Action,NES,Fall,1.74,0.25,2.23,Cradle Games,725,,,Konami Digital Entertainment,-1.0,,1990.0
Resident Evil 4,Action,Wii,Winter,1.32,0.56,2.22,,732,,,Capcom,-1.0,$18.99,2007.0
LEGO Marvel Super Heroes,Adventure,GB,Fall,1.0,0.63,2.22,Traveller's Tales,731,,,Nintendo,249130.0,$3.12,1998.0
Star Wars: The Force Unleashed,Action,PS3,Fall,1.01,0.85,2.21,LucasArts,734,6.6,T,LucasArts,-1.0,$16.57,2008.0
BioShock 2,Shooter,X360,Winter,1.45,0.54,2.2,2K Marin,744,8.2,M,Take-Two Interactive,-1.0,$16.79,2010.0
BioShock 2,Puzzle,DS,Winter,1.06,0.9,2.2,,745,,,Disney Interactive Studios,8850.0,$16.79,2007.0
Forza Motorsport 5,Racing,XOne,Fall,1.21,0.79,2.2,Turn 10,738,5.9,E,Microsoft Game Studios,-1.0,,2013.0
Donkey Kong Country,Platform,GB,Fall,1.04,0.72,2.19,Playtonic Games,748,,,Nintendo,-1.0,,2000.0
Pro Evolution Soccer 2012,Action,PS3,Fall,0.34,0.96,2.19,Konami,750,6.6,E,Konami Digital Entertainment,-1.0,,2011.0
Sonic Unleashed,Platform,Wii,Fall,1.26,0.67,2.16,Sonic Team,762,7.3,E10+,Sega,-1.0,,2008.0
R.C. Pro-Am,Racing,NES,Winter,1.47,0.38,2.14,Volume Games,770,,,Nintendo,-1.0,,1988.0
SimCity 2000,Simulation,PC,Winter,1.2,0.84,2.14,"Gremlin Interactive, Interplay Entertainment",769,,,Maxis,203140.0,$1.49,1992.0
Demon Attack,Shooter,2600,Spring,1.99,0.12,2.13,"Arsi ""Hakita"" Patala",773,,,Imagic,-1.0,,1981.0
Tony Hawk's Pro Skater,Sports,N64,Fall,1.68,0.4,2.11,"Vicarious Visions, Iron Galaxy Studios",781,,,Activision,-1.0,$49.99,2000.0
Dying Light,Role-Playing,3DS,Winter,0.25,0.45,2.09,,798,,,Nintendo,239140.0,$8.99,2013.0
Dying Light,Action,PS4,Winter,0.96,0.67,2.09,Techland,797,7.9,M,Warner Bros. Interactive Entertainment,-1.0,$8.99,2015.0
Devil May Cry 3: Dante's Awakening,Action,PS2,Winter,0.99,0.63,2.09,Capcom,793,9,M,Capcom,-1.0,,2005.0
Final Fantasy III,Role-Playing,DS,Spring,0.89,0.04,2.08,Matrix Software,802,7.1,E10+,Square Enix,-1.0,$6.39,2006.0
Portal 2,Shooter,X360,Spring,1.41,0.49,2.08,Valve Software,808,8.5,E10+,Valve Software,-1.0,$9.99,2011.0
Portal 2,Sports,Wii,Spring,0.88,0.44,2.08,Square Enix,809,7.1,E,Nintendo,620.0,$9.99,2010.0
Tom Clancy's Splinter Cell: Conviction,Action,X360,Spring,1.2,0.62,2.06,Ubisoft Montreal,824,,,Ubisoft,-1.0,$9.99,2010.0
SoulCalibur II,Fighting,PS2,Summer,1.06,0.62,2.06,Namco,825,8.8,T,Namco Bandai Games,-1.0,,2003.0
Need for Speed: ProStreet,Racing,X360,Fall,1.04,0.79,2.05,EA Black Box,826,7.1,E10+,Electronic Arts,-1.0,,2007.0
Need for Speed: ProStreet,Racing,PS3,Fall,0.73,0.91,2.04,EA Black Box,835,6,E10+,Electronic Arts,-1.0,,2007.0
Donkey Kong Country,Platform,GBA,Fall,1.2,0.48,2.04,Rare Ltd.,836,8.9,E,Nintendo,-1.0,,2003.0
Peter Jackson's King Kong: The Official Game of the Movie,Action,PS2,Fall,0.71,1.02,2.04,Ubisoft Montpellier,834,8.2,T,Ubisoft,-1.0,,2005.0
Call of Duty 2,Misc,Wii,Fall,0.72,1.08,2.03,"Ubisoft Paris, Ubisoft Montpellier",843,7.7,E10+,Ubisoft,2630.0,$17.99,2008.0
Call of Duty 2,Shooter,X360,Fall,1.82,0.04,2.03,Infinity Ward,842,8.1,T,Activision,-1.0,$17.99,2005.0
Battlefield 4,Shooter,XOne,Fall,1.25,0.58,2.02,EA DICE,847,6.6,M,Electronic Arts,-1.0,$0.99,2013.0
Need for Speed Rivals,Racing,PS4,Fall,0.73,0.92,1.98,Ghost Games,863,6.2,E10+,Electronic Arts,-1.0,$1.49,2013.0
Devil May Cry 2,Action,PS2,Winter,0.71,0.58,1.97,Capcom,865,6.6,M,Capcom,-1.0,,2003.0
Resident Evil 6,Shooter,X360,Fall,1.12,0.6,1.95,Capcom,874,5,M,Capcom,-1.0,$4.99,2012.0
Tom Clancy's Rainbow Six: Vegas,Shooter,X360,Fall,1.09,0.65,1.95,Ubisoft Montreal,872,8.3,M,Ubisoft,-1.0,$2.20,2006.0
The Sims 3,Simulation,PS3,Summer,0.73,0.89,1.94,The Sims Studio,884,6.4,T,Electronic Arts,-1.0,$19.99,2010.0
BioShock Infinite,Role-Playing,PS2,Spring,1.0,0.72,1.93,Raven Software,891,8.5,T,Activision,8870.0,$2.98,2004.0
Mortal Kombat II,Fighting,SNES,Fall,1.48,0.39,1.93,,892,,,Acclaim Entertainment,-1.0,,1993.0
Need for Speed: Shift,Racing,X360,Fall,0.73,0.96,1.91,Slightly Mad Studios,905,6.5,E,Electronic Arts,-1.0,,2009.0
Tomb Raider (2013),Action,X360,Spring,0.86,0.84,1.89,Ezzat Studios,910,,,Square Enix,-1.0,,2013.0
Turok 2: Seeds of Evil,Platform,N64,Winter,1.37,0.41,1.86,"Iguana Entertainment, Nightdive Studios",933,,,Acclaim Entertainment,-1.0,$4.99,1997.0
Just Cause 3,Action,PS4,Winter,0.47,1.03,1.86,Avalanche Studios,938,6.5,M,Square Enix,-1.0,$2.99,2015.0
Just Cause 3,Role-Playing,PS,Fall,0.62,0.42,1.86,SquareSoft,939,8.1,T,SquareSoft,225540.0,$2.99,1999.0
Star Wars: The Force Unleashed,Action,Wii,Fall,1.11,0.56,1.86,Krome Studios,936,7.9,T,LucasArts,-1.0,$16.57,2008.0
Madden NFL 06,Sports,XB,Summer,1.75,0.03,1.86,EA Sports,931,6.7,E,Electronic Arts,-1.0,,2005.0
Max Payne 3,Shooter,PS3,Spring,0.59,0.89,1.85,Rockstar Studios,943,7.8,M,Take-Two Interactive,-1.0,$5.99,2012.0
Max Payne 3,Racing,PS2,,0.0,1.1,1.84,Trigger Happy Interactive,944,,,Unknown,204100.0,$5.99,2001.0
Secret of Mana,Role-Playing,SNES,Summer,0.25,0.07,1.83,,953,,,SquareSoft,-1.0,$15.99,1993.0
The Orange Box,Shooter,X360,Fall,1.09,0.53,1.82,Valve Software,964,8.9,M,Electronic Arts,-1.0,,2007.0
Mafia III,Action,PS4,Fall,0.42,1.08,1.81,Hangar 13,968,5.1,M,Take-Two Interactive,-1.0,$39.99,2016.0
Madden NFL 07,Sports,X360,Summer,1.66,0.0,1.8,EA Tiburon,972,6,E,Electronic Arts,-1.0,,2006.0
The Evil Within,Shooter,Wii,Fall,0.89,0.74,1.79,Retro Studios,977,8.9,T,Nintendo,268050.0,$4.99,2007.0
The Elder Scrolls Online,Sports,PS3,Spring,0.35,1.06,1.75,EA Canada,1013,7.1,E,Electronic Arts,306130.0,$16.79,2007.0
Just Cause 2,Platform,SNES,Spring,0.94,0.34,1.75,,1009,,,Capcom,8190.0,$1.49,1993.0
